target_id	ens_gene	ext_gene	biotype	log2FC	qval
ENST00000493763.7	ENSG00000146223	RPL7L1	protein_coding	-0.358360341234959	0.0273064468198929
ENST00000466850.1	ENSG00000177479	ARIH2	retained_intron	0.531513706967534	0.0273306701395178
ENST00000538775.5	ENSG00000144959	NCEH1	protein_coding	0.401272531257992	0.0273442408747247
ENST00000405675.7	ENSG00000213923	CSNK1E	protein_coding	0.849900738198976	0.0273457441419699
MSTRG.11668.38	NA	NA	NA	0.756904036953756	0.0273457441419699
ENST00000566733.3	ENSG00000260604		lncRNA	1.17968330801137	0.0273537909590273
ENST00000570769.5	ENSG00000213918	DNASE1	nonsense_mediated_decay	-0.923003123480664	0.027368403644539
ENST00000688069.1	ENSG00000113719	ERGIC1	retained_intron	-3.09501210876485	0.0273766493909026
ENST00000543322.5	ENSG00000049883	PTCD2	protein_coding	-0.546114979185853	0.0273827046275761
ENST00000521373.1	ENSG00000253428	LINC01942	lncRNA	0.824997418494786	0.0273837102709484
MSTRG.15373.1	NA	NA	NA	0.369924890781434	0.0273837102709484
ENST00000529128.1	ENSG00000166250	CLMP	retained_intron	-2.99416618279752	0.0274343059857668
ENST00000492923.1	ENSG00000120217	CD274	protein_coding_CDS_not_defined	-3.06725276454018	0.0274619243844418
ENST00000393623.6	ENSG00000079999	KEAP1	protein_coding	0.272680548283243	0.0275031194920287
ENST00000684234.1	ENSG00000023041	ZDHHC6	retained_intron	0.770408246070745	0.0276522907036766
ENST00000253407.4	ENSG00000131094	C1QL1	protein_coding	-0.745902719736977	0.027654469089601
ENST00000684976.1	ENSG00000165246	NLGN4Y	protein_coding	1.14437940247156	0.0276556611581232
ENST00000530167.2	ENSG00000188486	H2AX	protein_coding	-0.338292335822267	0.0276596329517828
ENST00000672636.2	ENSG00000134575	ACP2	protein_coding	0.302164356247472	0.0276665615784015
ENST00000258424.3	ENSG00000135940	COX5B	protein_coding	-0.615145697633519	0.0276832449155079
ENST00000438166.7	ENSG00000115159	GPD2	protein_coding	-0.360333128916716	0.0277323626091449
MSTRG.5365.2	NA	NA	NA	0.400305889534928	0.0277395610834782
ENST00000483396.5	ENSG00000170959	DCDC1	retained_intron	3.1482540358101	0.0277590087248581
ENST00000338970.10	ENSG00000188846	RPL14	protein_coding	-0.201227644930384	0.0277590087248581
ENST00000582161.5	ENSG00000109016	DHRS7B	protein_coding	0.464559311216262	0.0277928623986704
ENST00000393350.1	ENSG00000178573	MAF	protein_coding	-1.8506062906358	0.0278145228462093
MSTRG.11609.1	NA	NA	NA	0.811725214896669	0.0278291763069905
ENST00000266069.5	ENSG00000101193	GID8	protein_coding	0.272656921408879	0.0278452968947424
ENST00000380055.6	ENSG00000184434	LRRC19	protein_coding	3.28967450655723	0.027846693530392
ENST00000545748.5	ENSG00000123358	NR4A1	protein_coding	2.23756284466691	0.027846693530392
ENST00000454309.7	ENSG00000114279	FGF12	protein_coding	1.71357242819062	0.0278530025709773
ENST00000354340.9	ENSG00000062370	ZNF112	protein_coding	-0.562431520695531	0.0279239026269682
ENST00000323434.12	ENSG00000181031	RPH3AL	protein_coding	3.81447899456461	0.0279292382551288
ENST00000447668.2	ENSG00000236859	NIFK-AS1	lncRNA	-0.854428359216275	0.0279292382551288
ENST00000601893.1	ENSG00000269352	PTOV1-AS2	lncRNA	1.03196287163669	0.0279820108376735
ENST00000691251.1	ENSG00000099219	ERMP1	protein_coding	0.62577708840318	0.0279820108376735
ENST00000466525.1	ENSG00000111640	GAPDH	retained_intron	0.285985017912208	0.0279820108376735
ENST00000553645.7	ENSG00000119661	DNAL1	protein_coding	0.279553650895758	0.0280392418888911
ENST00000424649.6	ENSG00000089159	PXN	protein_coding	-0.342928286908428	0.0280392418888911
ENST00000609360.6	ENSG00000166313	APBB1	protein_coding	-0.732475881830002	0.0280392418888911
ENST00000496973.5	ENSG00000000460	FIRRM	protein_coding	-0.572569568032239	0.0280503948566647
ENST00000658223.1	ENSG00000214900	LINC01588	lncRNA	-1.6987010105843	0.0280503948566647
ENST00000699296.1	ENSG00000116044	NFE2L2	protein_coding	2.87344012760821	0.0280503948566647
ENST00000492164.5	ENSG00000113845	TIMMDC1	nonsense_mediated_decay	-0.72893138385751	0.0280733727537575
ENST00000675367.1	ENSG00000129667	RHBDF2	protein_coding	-0.598138203148893	0.0280762152689515
ENST00000696920.1	ENSG00000100697	DICER1	retained_intron	0.814278513688005	0.0281111810867565
ENST00000263694.9	ENSG00000060688	SNRNP40	protein_coding	-0.242627433752314	0.0281434377710138
ENST00000373888.8	ENSG00000130768	SMPDL3B	protein_coding	1.01613437611804	0.0281617266287873
ENST00000370526.5	ENSG00000182195	LDOC1	protein_coding	-0.532226777033871	0.0281664906296238
ENST00000265807.8	ENSG00000104611	SH2D4A	protein_coding	-0.26280505775281	0.0281880502855122
ENST00000371696.7	ENSG00000169692	AGPAT2	protein_coding	0.463266179382772	0.0281981428005616
ENST00000382044.9	ENSG00000067369	TP53BP1	protein_coding	0.345586129505733	0.0282211956248933
ENST00000373502.10	ENSG00000204116	CHIC1	protein_coding	0.332127242543264	0.0282610423092917
ENST00000602153.5	ENSG00000105193	RPS16	protein_coding	0.712005202761272	0.0282659119517667
ENST00000369043.8	ENSG00000107669	ATE1	protein_coding	0.415834008222084	0.0283001245213434
ENST00000489806.5	ENSG00000148688	RPP30	protein_coding_CDS_not_defined	0.501042612512842	0.0283018459911213
ENST00000637812.2	ENSG00000125386	FAM193A	protein_coding	-0.597426904315605	0.0283036193356609
ENST00000309758.6	ENSG00000173110	HSPA6	protein_coding	-2.68271528643121	0.0283092545571972
ENST00000533020.5	ENSG00000166444	DENND2B	protein_coding	-1.74807411173529	0.0283119376377402
MSTRG.29721.6	NA	NA	NA	-0.230611718749691	0.0283445893658735
ENST00000662739.1	ENSG00000266088		lncRNA	-1.02929584312185	0.0283480727197209
MSTRG.20322.3	NA	NA	NA	4.73772675255679	0.0283480727197209
MSTRG.22693.19	NA	NA	NA	-4.01786855098677	0.028380580708671
ENST00000651246.1	ENSG00000128656	CHN1	protein_coding	-0.565287369641574	0.0284462055857153
ENST00000492622.6	ENSG00000102531	FNDC3A	protein_coding	-0.428712872160325	0.0284599971924344
ENST00000448116.7	ENSG00000160691	SHC1	protein_coding	-0.212097291146326	0.0284599971924344
ENST00000401061.9	ENSG00000132763	MMACHC	protein_coding	-0.554051305199448	0.0284856340065939
ENST00000284073.7	ENSG00000153944	MSI2	protein_coding	-0.312293876342807	0.0284894671808943
ENST00000382936.8	ENSG00000168936	TMEM129	protein_coding	0.311969228683883	0.0285300933360882
ENST00000433892.6	ENSG00000026508	CD44	protein_coding	0.669931675533224	0.028538267585547
ENST00000374433.7	ENSG00000169740	ZNF32	protein_coding	0.449629101991216	0.0285434178438155
ENST00000590342.1	ENSG00000108861	DUSP3	nonsense_mediated_decay	1.50682793883133	0.0285434178438155
MSTRG.10280.3	NA	NA	NA	-4.43341269464998	0.0285434178438155
MSTRG.15032.7	NA	NA	NA	0.740829680271858	0.028545957994673
ENST00000569188.6	ENSG00000103044	HAS3	protein_coding	-0.785302637644202	0.0286637206441497
ENST00000463139.5	ENSG00000163636	PSMD6	retained_intron	0.986425748154981	0.0286722894744539
ENST00000682353.1	ENSG00000138095	LRPPRC	retained_intron	0.500408638256899	0.028682146267584
ENST00000667943.1	ENSG00000263711	LINC02864	lncRNA	0.689021094469671	0.0287081652176375
ENST00000369512.3	ENSG00000134259	NGF	protein_coding	-3.44515494787711	0.0287292537149533
ENST00000574872.1	ENSG00000108518	PFN1	protein_coding	0.294029242531992	0.0287420519935075
ENST00000359326.9	ENSG00000000460	FIRRM	protein_coding	-0.857564157786982	0.0287470818240745
ENST00000422605.6	ENSG00000114019	AMOTL2	protein_coding	-0.42883354352502	0.0287858739234588
ENST00000334534.10	ENSG00000149346	SLX4IP	protein_coding	-0.312730793121927	0.0287955461737023
MSTRG.30007.5	NA	NA	NA	0.627776240733156	0.0287955461737023
ENST00000559138.5	ENSG00000080823	MOK	nonsense_mediated_decay	-0.797769840190908	0.0288457814379949
ENST00000280258.6	ENSG00000150687	PRSS23	protein_coding	-0.434387624961308	0.0288525173955768
ENST00000673220.1	ENSG00000162434	JAK1	nonsense_mediated_decay	-0.589539689553482	0.0288632651879184
ENST00000448651.5	ENSG00000234078	DDR1	protein_coding	2.91241578795436	0.0288830468104123
ENST00000438728.5	ENSG00000137332	DDR1	protein_coding	2.91241578795436	0.0288830468104123
ENST00000413044.5	ENSG00000223680	DDR1	protein_coding	2.91241578795436	0.0288830468104123
ENST00000435818.5	ENSG00000215522	DDR1	protein_coding	2.91241578795436	0.0288830468104123
ENST00000296679.9	ENSG00000164253	WDR41	protein_coding	-0.284343016649845	0.0288830468104123
ENST00000370986.9	ENSG00000116717	GADD45A	protein_coding	-0.743923998068613	0.0288830468104123
ENST00000358689.9	ENSG00000197217	ENTPD4	protein_coding	0.231671248393285	0.0288911820904247
ENST00000373935.4	ENSG00000151151	IPMK	protein_coding	0.544997729914468	0.0289063106147354
ENST00000646519.1	ENSG00000124813	RUNX2	nonsense_mediated_decay	-3.74335625089251	0.0289097365696351
ENST00000531338.5	ENSG00000151498	ACAD8	retained_intron	-0.846391854722631	0.0289149333428296
ENST00000657659.2	ENSG00000261824	LINC00662	lncRNA	-3.51282454071528	0.0289379647195356
ENST00000542922.5	ENSG00000168003	SLC3A2	retained_intron	0.429134548094868	0.0289548067146292
ENST00000407971.5	ENSG00000168385	SEPTIN2	protein_coding	-0.801026066131756	0.0290060026070102
MSTRG.4516.7	NA	NA	NA	1.7289367452825	0.029020442385661
ENST00000478945.1	ENSG00000163530	DPPA2	protein_coding	2.6198619549754	0.0290860015276874
ENST00000288065.6	ENSG00000157343	ARMC12	protein_coding	3.44408395479935	0.0290913451846041
ENST00000677935.1	ENSG00000135047	CTSL	retained_intron	-0.842555069966776	0.0290925643607941
ENST00000520328.5	ENSG00000133943	DGLUCY	protein_coding	-1.24600668298594	0.0290996624420114
ENST00000355443.9	ENSG00000109736	MFSD10	protein_coding	-0.365574496182137	0.0291319008366507
ENST00000264452.9	ENSG00000109133	TMEM33	nonsense_mediated_decay	-0.3990110296344	0.0291319008366507
ENST00000316660.7	ENSG00000141682	PMAIP1	protein_coding	0.290666435587734	0.0291384147124944
ENST00000532502.1	ENSG00000197601	FAR1	protein_coding	-0.480859036166371	0.02914954631957
ENST00000434837.8	ENSG00000112139	MDGA1	protein_coding	-5.078807050601	0.0291892434052501
ENST00000460612.5	ENSG00000121310	ECHDC2	retained_intron	0.481917668500837	0.0291926678391332
ENST00000326446.10	ENSG00000177917	ARL6IP6	protein_coding	-0.509214902500217	0.029210528212108
ENST00000299157.5	ENSG00000166130	IKBIP	protein_coding	-0.237157010520787	0.0292124917329388
MSTRG.30433.2	NA	NA	NA	3.59104289965588	0.0292180718575768
ENST00000313468.10	ENSG00000110717	NDUFS8	protein_coding	-0.231990674925052	0.0292247186901101
ENST00000294066.7	ENSG00000168067	MAP4K2	protein_coding	0.618072758502395	0.0292825008654743
ENST00000284727.9	ENSG00000154518	ATP5MC3	protein_coding	-0.324839106873997	0.0292851320099149
ENST00000659475.1	ENSG00000287185		lncRNA	-0.509431455460548	0.0293069188913668
ENST00000543155.6	ENSG00000111652	COPS7A	protein_coding	0.304932957813293	0.0293177348145661
ENST00000587504.6	ENSG00000092929	UNC13D	nonsense_mediated_decay	2.73139769936214	0.0293554362791719
ENST00000558273.5	ENSG00000100911	PSME2	nonsense_mediated_decay	-0.662940891814277	0.0293575134456021
ENST00000504813.5	ENSG00000169714	CNBP	protein_coding	-0.339147899612694	0.029374208103254
ENST00000640451.1	ENSG00000042429	MED17	protein_coding	-3.57175844944243	0.0293842722526133
ENST00000199764.7	ENSG00000086548	CEACAM6	protein_coding	3.78194783414851	0.0294048524407789
ENST00000261267.7	ENSG00000090382	LYZ	protein_coding	2.73625322633895	0.0294560599763078
ENST00000464270.5	ENSG00000117543	DPH5	protein_coding_CDS_not_defined	-0.423641121614078	0.029492860713979
ENST00000504188.1	ENSG00000128050	PAICS	retained_intron	-0.504306498372698	0.0295624879646644
ENST00000678990.1	ENSG00000175203	DCTN2	retained_intron	0.840685349914052	0.0295692497426934
ENST00000642999.1	ENSG00000021574	SPAST	protein_coding	-0.396742264099493	0.0296011344415662
ENST00000521688.6	ENSG00000120533	ENY2	protein_coding	0.248868584580311	0.0296283585776645
ENST00000584982.7	ENSG00000264230	ANXA8L1	protein_coding	-3.7055377590544	0.0296367212628799
ENST00000555656.5	ENSG00000092094	OSGEP	retained_intron	0.408627009452758	0.0296423224223434
ENST00000648859.1	ENSG00000128422	KRT17	protein_coding	3.27087207450526	0.0296423224223434
ENST00000370274.8	ENSG00000147383	NSDHL	protein_coding	-0.497520671342317	0.0296426784403916
ENST00000695510.1	ENSG00000132842	AP3B1	protein_coding	4.05456697026771	0.0296465433318165
ENST00000397420.9	ENSG00000177697	CD151	protein_coding	0.279616652166368	0.0296501052596302
MSTRG.7866.7	NA	NA	NA	-2.26259718488653	0.0296642431011312
ENST00000577713.1	ENSG00000109111	SUPT6H	protein_coding	0.875269420088165	0.029698851165537
ENST00000585476.5	ENSG00000272333	KMT2B	retained_intron	0.574749864230629	0.029698851165537
MSTRG.11714.8	NA	NA	NA	-0.992023341762328	0.0297283596417507
ENST00000262435.14	ENSG00000108854	SMURF2	protein_coding	-0.417793540814703	0.0297300039762602
ENST00000470592.5	ENSG00000065911	MTHFD2	nonsense_mediated_decay	-0.5756083747748	0.0297300039762602
ENST00000477108.5	ENSG00000169813	HNRNPF	protein_coding	0.411309502033602	0.0297590187314128
ENST00000521747.5	ENSG00000106443	PHF14	nonsense_mediated_decay	0.817750885300925	0.0297765966521017
ENST00000642413.1	ENSG00000177697	CD151	protein_coding_CDS_not_defined	0.352463353900011	0.0297988641045459
ENST00000440869.7	ENSG00000112419	PHACTR2	protein_coding	0.620312562717727	0.0298000869727463
ENST00000439502.7	ENSG00000241878	PISD	protein_coding	-0.486333923183105	0.0298188581824811
ENST00000432183.5	ENSG00000119729	RHOQ	nonsense_mediated_decay	-1.65128906506071	0.0298342437609283
ENST00000572876.2	ENSG00000262050		lncRNA	-2.42766583545933	0.0298824981464062
ENST00000704360.1	ENSG00000181722	ZBTB20	protein_coding	1.14355107489793	0.0299404822621551
ENST00000299206.8	ENSG00000166169	POLL	protein_coding	-3.70264765036826	0.0299502415129609
MSTRG.23098.5	NA	NA	NA	0.84092887557288	0.0299502415129609
ENST00000280357.12	ENSG00000150782	IL18	protein_coding	-0.245635892907027	0.0299983677450268
MSTRG.14231.2	NA	NA	NA	-0.472345755697165	0.0299983677450268
ENST00000231948.9	ENSG00000113851	CRBN	protein_coding	0.462690605057469	0.0300219150611057
MSTRG.7213.4	NA	NA	NA	0.64983514000707	0.0300219150611057
ENST00000401088.9	ENSG00000055070	SZRD1	protein_coding	0.289797786644117	0.0300339487265189
MSTRG.7798.18	NA	NA	NA	1.04375436334226	0.0300360381066283
ENST00000466974.5	ENSG00000089195	TRMT6	protein_coding_CDS_not_defined	0.576941789129156	0.03005995813671
ENST00000544979.6	ENSG00000174306	ZHX3	protein_coding	3.69774896865072	0.0300709274977199
ENST00000330676.8	ENSG00000185561	TLCD2	protein_coding	0.469722839707288	0.0300932423493095
ENST00000418740.5	ENSG00000062582	MRPS24	protein_coding	-0.386228602347799	0.0301022877604255
ENST00000530417.6	ENSG00000100557	CCDC198	nonsense_mediated_decay	0.821838198314239	0.0301328853362631
ENST00000369754.7	ENSG00000112773	TENT5A	protein_coding	4.12251064669853	0.0301509311883824
MSTRG.10659.3	NA	NA	NA	-0.666708284819771	0.0301509311883824
MSTRG.11312.15	NA	NA	NA	2.75471030384368	0.0301509311883824
ENST00000450796.6	ENSG00000169599	NFU1	protein_coding	-3.0552753391616	0.030156051300081
MSTRG.25962.2	NA	NA	NA	0.876417098362374	0.030156051300081
ENST00000389279.7	ENSG00000158941	CCAR2	protein_coding	-0.445854912918311	0.0302566766048367
ENST00000512824.5	ENSG00000145920	CPLX2	protein_coding	1.38322868088661	0.0302566766048367
ENST00000680927.1	ENSG00000003393	ALS2	nonsense_mediated_decay	-3.8519504616649	0.0302566766048367
MSTRG.29817.2	NA	NA	NA	0.892606957034093	0.0302566766048367
MSTRG.29996.5	NA	NA	NA	0.401386164967316	0.0302566766048367
ENST00000683510.1	ENSG00000198561	CTNND1	retained_intron	1.12185723536985	0.030292488604478
ENST00000519576.1	ENSG00000173334	TRIB1	protein_coding	0.503542231082223	0.0302994552831127
ENST00000378719.7	ENSG00000164402	SEPTIN8	protein_coding	2.51742915593782	0.0302994552831127
MSTRG.23604.1	NA	NA	NA	-0.601069751854839	0.0303090350135993
MSTRG.20322.6	NA	NA	NA	2.07620943931344	0.0303460895248697
ENST00000457876.6	ENSG00000223749	MIR503HG	lncRNA	-1.2769850438021	0.0303480126713354
MSTRG.5544.1	NA	NA	NA	0.348922409671785	0.0303480126713354
ENST00000393300.6	ENSG00000116774	OLFML3	protein_coding	3.51161325635438	0.0303569616117841
ENST00000471453.5	ENSG00000114098	ARMC8	protein_coding	0.522103254227281	0.0303771073257725
ENST00000421670.3	ENSG00000111364	DDX55	protein_coding	0.4455492262478	0.0304031853778528
MSTRG.24672.2	NA	NA	NA	0.72467852490154	0.0304197872469257
ENST00000358784.11	ENSG00000069966	GNB5	protein_coding	-0.307459422866436	0.0304517473465697
ENST00000358933.10	ENSG00000038358	EDC4	protein_coding	-0.403707819879542	0.0305045139889701
ENST00000650663.1	ENSG00000174886	NDUFA11	protein_coding_CDS_not_defined	0.976293842847557	0.0305068095327407
ENST00000509205.5	ENSG00000064651	SLC12A2	nonsense_mediated_decay	3.02764456496958	0.0305184780814394
ENST00000664474.1	ENSG00000287498		lncRNA	2.83017090337264	0.0305350027591091
ENST00000315367.4	ENSG00000175895	PLEKHF2	protein_coding	0.417276774012182	0.0305496788445161
ENST00000467221.1	ENSG00000009950	MLXIPL	retained_intron	1.93153140920449	0.0305688177738873
ENST00000371384.4	ENSG00000124098	FAM210B	protein_coding	-0.317493958272166	0.0305712719986779
ENST00000264474.4	ENSG00000121552	CSTA	protein_coding	1.95440004152789	0.030595172974308
MSTRG.30718.6	NA	NA	NA	1.95496289420092	0.0305952117778731
ENST00000438597.1	ENSG00000234233	KCNH1-IT1	lncRNA	-2.12455403035588	0.0306066070897902
ENST00000409333.1	ENSG00000138385	SSB	protein_coding	-1.55197095892736	0.0306104453707195
ENST00000380647.8	ENSG00000044459	CNTLN	protein_coding	-0.475394145310031	0.0306163141019878
ENST00000392623.5	ENSG00000189171	S100A13	protein_coding	0.506351236162886	0.0306301777410689
ENST00000395153.8	ENSG00000165617	DACT1	protein_coding	-2.95229394910549	0.0306665393649593
ENST00000394931.1	ENSG00000138696	BMPR1B	protein_coding	3.94892888934635	0.0307236460020365
ENST00000412622.5	ENSG00000144824	PHLDB2	protein_coding	-2.34273771131426	0.0307433860745869
ENST00000514738.5	ENSG00000113361	CDH6	protein_coding	2.71073552345343	0.0307448602223906
ENST00000358387.9	ENSG00000113621	TXNDC15	protein_coding	-0.243094526659113	0.0307533512563907
ENST00000451657.6	ENSG00000172113	NME6	protein_coding	-0.393904445288148	0.0307583367173485
ENST00000248089.8	ENSG00000103145	HCFC1R1	protein_coding	-0.594582482903066	0.0307728381589372
MSTRG.16002.5	NA	NA	NA	3.1638443103613	0.0307728381589372
ENST00000466691.1	ENSG00000073756	PTGS2	retained_intron	1.40912074835797	0.0307751665648396
MSTRG.29425.2	NA	NA	NA	4.44367749301923	0.0307845887814965
ENST00000306390.7	ENSG00000171236	LRG1	protein_coding	2.4474830824264	0.0307897401527307
ENST00000588266.6	ENSG00000250799	PRODH2	protein_coding	2.65769317114238	0.0307897401527307
ENST00000486741.5	ENSG00000205581	HMGN1	retained_intron	0.311730170095913	0.0307945224136778
ENST00000617716.4	ENSG00000275464		artifact	-0.256819944647289	0.0308306628675977
ENST00000397979.4	ENSG00000076984	MAP2K7	protein_coding	-0.741728128622171	0.0308487164161947
MSTRG.23751.3	NA	NA	NA	0.785681537371127	0.0308487164161947
ENST00000493955.1	ENSG00000136824	SMC2	nonsense_mediated_decay	0.839885068525379	0.0308526592397711
ENST00000415861.2	ENSG00000135535	CD164	retained_intron	0.613775957070357	0.0308626781223647
ENST00000556350.1	ENSG00000155465	SLC7A7	protein_coding	2.65841445101701	0.0308649034169547
ENST00000485956.1	ENSG00000115648	MLPH	protein_coding_CDS_not_defined	-1.47183232373111	0.0308797724534022
ENST00000521759.5	ENSG00000204764	RANBP17	protein_coding_CDS_not_defined	3.94385239113032	0.0308898988761811
ENST00000288235.9	ENSG00000157483	MYO1E	protein_coding	-0.198031711929866	0.0309010710077436
ENST00000654081.1	ENSG00000140332	TLE3	protein_coding_CDS_not_defined	3.32663926918976	0.0309071846334522
ENST00000242465.4	ENSG00000122862	SRGN	protein_coding	-1.27940815008392	0.0309514339888277
ENST00000648633.1	ENSG00000094804	CDC6	retained_intron	0.98185064572152	0.0310001637906524
ENST00000360212.6	ENSG00000117335	CD46	protein_coding	-3.07633646104476	0.0310926945935943
ENST00000292614.10	ENSG00000005075	POLR2J	protein_coding	0.223419379646677	0.0311246390964435
ENST00000270538.8	ENSG00000104980	TIMM44	protein_coding	-0.277441563907754	0.0312034359561437
ENST00000361927.9	ENSG00000198756	COLGALT2	protein_coding	-3.47326797150782	0.03120972855316
ENST00000552740.5	ENSG00000175197	DDIT3	protein_coding	0.606184982863819	0.03120972855316
ENST00000357714.5	ENSG00000117335	CD46	protein_coding	-0.747509357952106	0.03120972855316
MSTRG.22498.1	NA	NA	NA	3.2626141093902	0.031235940553012
ENST00000558180.2	ENSG00000177508	IRX3	retained_intron	-2.20126138646313	0.0312688843374034
ENST00000696205.1	ENSG00000122218	COPA	retained_intron	3.05825412633554	0.0312752216683949
MSTRG.2672.1	NA	NA	NA	1.32168303621266	0.0312752216683949
MSTRG.23445.1	NA	NA	NA	-0.735143550215665	0.0312787592674085
ENST00000454886.1	ENSG00000228445	UGT1A2P	unprocessed_pseudogene	1.53931850423144	0.0312794246525399
ENST00000480286.1	ENSG00000112651	MRPL2	retained_intron	-0.44369090075346	0.0312859070468817
ENST00000521117.1	ENSG00000113273	ARSB	protein_coding	1.8659057693936	0.0312889855334299
ENST00000261637.5	ENSG00000120800	UTP20	protein_coding	-0.209558451239727	0.0312889855334299
ENST00000368445.9	ENSG00000160691	SHC1	protein_coding	-0.817794494226888	0.0313332435314497
ENST00000380420.10	ENSG00000087842	PIR	protein_coding	0.23485700939445	0.0313557215291027
ENST00000681409.1	ENSG00000147955	SIGMAR1	retained_intron	-0.518362883010738	0.0313722409791926
ENST00000369140.7	ENSG00000014914	MTMR11	protein_coding	2.97316575290634	0.0313741624851517
MSTRG.18612.4	NA	NA	NA	-0.573541834659646	0.0313763801198693
ENST00000527987.1	ENSG00000185187	SIGIRR	retained_intron	-0.883167677644833	0.0313778073990866
ENST00000357980.9	ENSG00000140416	TPM1	protein_coding	-3.02081738974755	0.0313826643420179
MSTRG.24589.3	NA	NA	NA	-2.88945504466387	0.0313826643420179
MSTRG.19146.1	NA	NA	NA	1.13209691858205	0.0314695263564931
ENST00000628479.2	ENSG00000166169	POLL	protein_coding	3.13603317121475	0.0315195307408539
ENST00000459748.1	ENSG00000244398	RPL36AP37	processed_pseudogene	-0.514968894129811	0.0315519690865291
ENST00000417430.1	ENSG00000231116	VARS1	protein_coding	-3.45945863983852	0.0315575612835289
ENST00000419375.1	ENSG00000224264	VARS1	protein_coding	-3.45945863983852	0.0315575612835289
ENST00000369144.8	ENSG00000107581	EIF3A	protein_coding	-0.200453446418192	0.0315575612835289
ENST00000486918.1	ENSG00000162377	COA7	protein_coding_CDS_not_defined	-0.65179433539269	0.0315795938723748
ENST00000419184.1	ENSG00000079150	FKBP7	nonsense_mediated_decay	-0.98241236220564	0.0316390443250372
ENST00000589378.5	ENSG00000105289	TJP3	protein_coding	3.45566877496395	0.0316608338277942
ENST00000392445.6	ENSG00000173918	C1QTNF1	protein_coding	1.05410282379903	0.0316608338277942
ENST00000572882.3	ENSG00000103222	ABCC1	protein_coding	0.668178279372226	0.031703763044184
ENST00000503082.5	ENSG00000122203	KIAA1191	protein_coding	0.583174260240081	0.0317298420016254
ENST00000325888.13	ENSG00000128591	FLNC	protein_coding	-1.85307191448955	0.0317521477634804
ENST00000647473.1	ENSG00000241388	HNF1A-AS1	lncRNA	1.99351372908216	0.0317681596967632
ENST00000395472.2	ENSG00000180008	SOCS4	protein_coding	0.318012315557583	0.0317953820622761
ENST00000654187.2	ENSG00000257621	PSMA3-AS1	lncRNA	0.56413245543867	0.0317953820622761
ENST00000610213.6	ENSG00000272886	DCP1A	protein_coding	0.270294264204203	0.0318337260379414
MSTRG.7507.3	NA	NA	NA	0.455198381342973	0.0318395393495905
ENST00000378566.5	ENSG00000005238	ATOSB	protein_coding	3.50057471483353	0.0318671506075521
ENST00000513225.6	ENSG00000169045	HNRNPH1	protein_coding	-3.30639459229905	0.0318671506075521
ENST00000472155.5	ENSG00000158062	UBXN11	retained_intron	0.844363341040079	0.0318790738481117
ENST00000306793.4	ENSG00000168546	GFRA2	nonsense_mediated_decay	-3.39621866069087	0.0318984044326655
MSTRG.12648.1	NA	NA	NA	-0.674940488404359	0.0319005204754965
ENST00000528499.5	ENSG00000084234	APLP2	protein_coding	-0.219879180965222	0.0319376216138991
ENST00000641389.3	ENSG00000167604	NFKBID	protein_coding	-0.793747206568596	0.0320202604508108
MSTRG.25473.2	NA	NA	NA	0.62206698963959	0.0320260099903271
MSTRG.15524.2	NA	NA	NA	0.933632271801812	0.0320345080941706
ENST00000610073.1	ENSG00000183087	GAS6	retained_intron	-3.43695470675169	0.0320582806387038
ENST00000489231.1	ENSG00000106258	CYP3A5	retained_intron	1.405408461735	0.0320616856586879
ENST00000409423.5	ENSG00000146918	NCAPG2	protein_coding	0.885837026942495	0.032063695066358
ENST00000246194.8	ENSG00000125970	RALY	protein_coding	0.32226538921096	0.0321046805944401
ENST00000429684.1	ENSG00000225813		processed_pseudogene	-0.59287833830399	0.032130617881366
ENST00000244217.6	ENSG00000124370	MCEE	protein_coding	-0.484271810384264	0.032130617881366
MSTRG.4390.8	NA	NA	NA	0.654617758309705	0.032130617881366
ENST00000532993.5	ENSG00000196914	ARHGEF12	protein_coding	0.239285985922571	0.0321451276571738
ENST00000545560.6	ENSG00000198542	ITGBL1	protein_coding	-2.39035856557362	0.0321567573717529
ENST00000511209.5	ENSG00000062194	GPBP1	protein_coding	1.1404504597207	0.0321567573717529
ENST00000677245.1	ENSG00000147140	NONO	nonsense_mediated_decay	3.54970948655091	0.0321567573717529
ENST00000352800.10	ENSG00000177565	TBL1XR1	protein_coding	-0.782236204206826	0.0321567573717529
ENST00000276603.10	ENSG00000147601	TERF1	protein_coding	0.655432593140025	0.0321906461125039
MSTRG.4668.4	NA	NA	NA	-0.267593127179569	0.0321906461125039
ENST00000614356.1	ENSG00000285294	LINC00842	lncRNA	-0.728221361941922	0.0321911221406925
ENST00000583509.7	ENSG00000162836	ACP6	protein_coding	-0.383894687613837	0.0321911221406925
MSTRG.28644.3	NA	NA	NA	0.725464323003282	0.0321911221406925
MSTRG.13337.3	NA	NA	NA	0.648594959245567	0.0321913031955642
ENST00000243045.10	ENSG00000123353	ORMDL2	protein_coding	0.251988137771446	0.032201575221051
MSTRG.25902.4	NA	NA	NA	-3.410504349555	0.032215793341398
ENST00000549933.5	ENSG00000166226	CCT2	retained_intron	1.30649975671149	0.0322607926727117
ENST00000395453.2	ENSG00000139218	SCAF11	protein_coding	0.351987248760812	0.0322607926727117
ENST00000587534.1	ENSG00000233175	FMNL1-AS1	lncRNA	0.529690019251046	0.0322607926727117
